"","ENSEMBL","ENTREZID","SYMBOL","TXCHROM"
"29867","ENSG00000229578","100874143","LINC00358",NA
"29868","ENSG00000229579","728379","USP17L26",NA
"29871","ENSG00000229586","339257","TNPO1P3",NA
"29873","ENSG00000229588","112268276","LOC112268276",NA
"29874","ENSG00000229589","100128640","ACVR2B-AS1","chr3"
"29886","ENSG00000229604","106479042","MTATP8P2",NA
"29887","ENSG00000229605","653665","RPL21P93",NA
"29888","ENSG00000229606","100506470","LINC01718",NA
"29892","ENSG00000229611","105375968","LINC02851",NA
"29894","ENSG00000229613","340515","LINC01501","chr9"
"29897","ENSG00000229619","401093","MBNL1-AS1","chr3"
"29898","ENSG00000229621","645949","LINC01822","chr2"
"29899","ENSG00000229622","100873209","MTND5P2",NA
"29900","ENSG00000229623","100421629","METTL21AP1",NA
"29903","ENSG00000229627","106481726","BSNDP4",NA
"29906","ENSG00000229630","104266963","LINC01264",NA
"29907","ENSG00000229635","100421273","LOC100421273",NA
"29908","ENSG00000229636","126811","KRT8P21",NA
"29909","ENSG00000229637","360205","PRAC2","chr17"
"29910","ENSG00000229638","647276","RPL4P4",NA
"29911","ENSG00000229639","105378788","LINC01758",NA
"29912","ENSG00000229641","106478959","CYP2C56P",NA
"29914","ENSG00000229643","100873964","LINC00280",NA
"29915","ENSG00000229644","646309","NAMPTP1",NA
"29917","ENSG00000229647","105373853","MYOSLID",NA
"29918","ENSG00000229648","100270874","RPSAP22",NA
"29919","ENSG00000229649","101927419","LINC02681",NA
"29921","ENSG00000229654","105377926","LINC02526",NA
"29922","ENSG00000229656","101929475","ITGB1-DT",NA
"29923","ENSG00000229657","100271276","RPL13AP11",NA
"29925","ENSG00000229659","100131526","RPL26P6",NA
"29928","ENSG00000229662","100420084","LOC100420084",NA
"29929","ENSG00000229663","100131533","DPY19L4P1",NA
"29931","ENSG00000229665","729240","PRR20C",NA
"29933","ENSG00000229667","100131981","UBE2V1P9",NA
"29939","ENSG00000229674","115482686","H2AL3",NA
"29940","ENSG00000229676","57615","ZNF492","chr19"
"29941","ENSG00000229677","100270940","RPL17P28",NA
"29944","ENSG00000229686","26793","SNORD56",NA
"29945","ENSG00000229687","100270890","RPL37P7",NA
"29946","ENSG00000229688","100506025","CRPPA-AS1","chr7"
"29948","ENSG00000229690","140909","MTCO2P1",NA
"29951","ENSG00000229694","100129347","LINC00484",NA
"29952","ENSG00000229695","100421122","LOC100421122",NA
"29953","ENSG00000229696","100419558","KARS1P1",NA
"29954","ENSG00000229697","105379438","FAM242E",NA
"29955","ENSG00000229699","101928009","LOC101928009",NA
"29957","ENSG00000229701","100873226","MTND2P20",NA
"29961","ENSG00000229708","100421565","MARK2P12",NA
"29962","ENSG00000229709","106478932","USP9YP36",NA
"29964","ENSG00000229713","450209","LCEP2",NA
"29969","ENSG00000229720","101929460","LOC101929460",NA
"29970","ENSG00000229721","646093","RPS8P7",NA
"29973","ENSG00000229724","81474","OR2AQ1P",NA
"29975","ENSG00000229727","100506274","LOC100506274","chr2"
"29978","ENSG00000229731","100420323","LOC100420323",NA
"29980","ENSG00000229733","107985645","LOC107985645",NA
"29981","ENSG00000229735","100420158","FTLP16",NA
"29983","ENSG00000229739","102724919","PDC-AS1",NA
"29986","ENSG00000229743","102682016","LINC01159",NA
"29993","ENSG00000229752","646538","RPL7P10",NA
"29994","ENSG00000229753","100271379","RPS27AP15",NA
"29997","ENSG00000229756","100270986","RPL31P20",NA
"29998","ENSG00000229757","100271038","RPL7AP21",NA
"30001","ENSG00000229760","107075227","MTCO1P52",NA
"30003","ENSG00000229762","100420540","LOC100420540",NA
"30004","ENSG00000229765","442160","RPL21P62",NA
"30006","ENSG00000229769","28584","TRBV10-2",NA
"30007","ENSG00000229770","105372971","LOC105372971",NA
"30010","ENSG00000229775","105378470","LINC02624",NA
"30011","ENSG00000229776","102060414","C2-AS1",NA
"30013","ENSG00000229780","100874097","UBE2Q1-AS1",NA
"30014","ENSG00000229781","100129955","RRN3P4",NA
"30020","ENSG00000229792","104326054","LINC00399",NA
"30021","ENSG00000229794","107075231","MTCYBP32",NA
"30022","ENSG00000229795","100271090","RPS21P1",NA
"30023","ENSG00000229797","124907890","LOC124907890",NA
"30024","ENSG00000229798","100418770","KRT18P26",NA
"30025","ENSG00000229800","100533851","ATP8A2P2",NA
"30027","ENSG00000229806","729789","RPS15P5",NA
"30028","ENSG00000229807","7503","XIST","chrX"
"30030","ENSG00000229809","146542","ZNF688","chr16"
"30034","ENSG00000229817","645266","LOC645266",NA
"30037","ENSG00000229822","100129284","RPS15AP39",NA
"30038","ENSG00000229824","100271407","RPL12P34",NA
"30042","ENSG00000229829","100873910","DUTP4",NA
"30046","ENSG00000229833","100131801","PET100","chr19"
"30048","ENSG00000229835","402359","KHSRPP1",NA
"30052","ENSG00000229842","107075272","MTATP6P13",NA
"30054","ENSG00000229847","196047","EMX2OS","chr10"
"30057","ENSG00000229851","100506356","ARSD-AS1",NA
"30058","ENSG00000229852","122539212","LOC122539212",NA
"30064","ENSG00000229859","643834","PGA3","chr11"
"30066","ENSG00000229863","654382","RPL19P2",NA
"30067","ENSG00000229865","100271483","RPL31P54",NA
"30068","ENSG00000229867","100874111","STEAP3-AS1",NA
"30069","ENSG00000229869","101927762","LARP4B-DT",NA
"30070","ENSG00000229870","100271422","RPL21P89",NA
"30071","ENSG00000229871","127406","RPSAP20",NA
"30074","ENSG00000229876","101929244","CASC20",NA
"30077","ENSG00000229880","54045","IMMTP1",NA
"30082","ENSG00000229887","729423","HNRNPA1P6",NA
"30083","ENSG00000229890","106480335","ACTP1",NA
"30084","ENSG00000229891","102723775","LINC01315",NA
"30087","ENSG00000229894","2713","GK3P","chr4"
"30089","ENSG00000229897","100130564","SEPTIN7P7",NA
"30092","ENSG00000229901","101929901","FOXO6-AS1",NA
"30096","ENSG00000229909","100420412","TRIM60P16",NA
"30101","ENSG00000229914","729780","RPS10P8",NA
"30104","ENSG00000229918","100874096","DOCK9-AS1",NA
"30106","ENSG00000229920","100271132","RPS4XP5",NA
"30107","ENSG00000229921","100505879","KIF25-AS1",NA
"30110","ENSG00000229924","100287045","FAM90A26",NA
"30118","ENSG00000229935","107075124","MTCYBP9",NA
"30119","ENSG00000229937","221823","PRPS1L1","chr7"
"30123","ENSG00000229941","105373764","PDE11A-AS1",NA
"30130","ENSG00000229951","403150","FOSL2-AS1",NA
"30132","ENSG00000229954","56168","MTND2P2",NA
"30137","ENSG00000229961","107985211","LOC107985211",NA
"30140","ENSG00000229965","391168","RPS3AP7",NA
"30142","ENSG00000229968","100419784","LOC100419784",NA
"30146","ENSG00000229972","401067","IQCF3","chr3"
"30149","ENSG00000229977","643101","RPL26P22",NA
"30152","ENSG00000229980","400604","TOB1-AS1","chr17"
"30153","ENSG00000229981","103695365","LINC01435",NA
"30156","ENSG00000229985","729955","RPL18AP5",NA
"30161","ENSG00000229991","401982","AKR1B1P1",NA
"30163","ENSG00000229994","643343","RPL5P4",NA
"30166","ENSG00000230000","100287704","LOC100287704",NA
"30168","ENSG00000230002","100874291","ALMS1-IT1",NA
"30171","ENSG00000230006","645784","ANKRD36BP2","chr2"
"30172","ENSG00000230009","100873203","MTCO2P3",NA
"30175","ENSG00000230013","107987106","CT70",NA
"30177","ENSG00000230015","100506929","LOC100506929",NA
"30178","ENSG00000230018","111082963","PPIAP39",NA
"30180","ENSG00000230020","100873920","NHS-AS1",NA
"30181","ENSG00000230021","101928626","LOC101928626",NA
"30183","ENSG00000230023","284632","LINC02800","chr1"
"30189","ENSG00000230031","100287399","POTEB2",NA
"30194","ENSG00000230040","100874145","LINC00364",NA
"30195","ENSG00000230042","100419075","AK3P3",NA
"30197","ENSG00000230044","100419916","CDK8P1",NA
"30200","ENSG00000230047","100289360","HIGD2AP1",NA
"30201","ENSG00000230051","102724900","LOC102724900",NA
"30202","ENSG00000230052","100873180","MTND3P2",NA
"30204","ENSG00000230054","105376230","TEX53",NA
"30207","ENSG00000230062","100287718","ANKRD66","chr6"
"30209","ENSG00000230064","100271389","RPL21P81",NA
"30211","ENSG00000230066","107987341","FAM197Y3",NA
"30214","ENSG00000230069","106481796","LRRC37A15P",NA
"30215","ENSG00000230071","100271033","RPL4P6",NA
"30218","ENSG00000230076","285176","RPL10P6",NA
"30219","ENSG00000230077","100420621","MTAPP2",NA
"30222","ENSG00000230081","171420","HSPE1P28",NA
"30223","ENSG00000230082","100874032","PRRT3-AS1","chr3"
"30226","ENSG00000230086","100127969","VN1R96P",NA
"30227","ENSG00000230087","100418885","LOC100418885",NA
"30228","ENSG00000230088","353196","KRT16P5",NA
"30234","ENSG00000230098","101927489","TCERG1L-AS1",NA
"30235","ENSG00000230099","28611","TRBV5-4",NA
"30238","ENSG00000230102","285389","LINC02028",NA
"30241","ENSG00000230106","100310857","SNRPCP15",NA
"30243","ENSG00000230109","105376444","LINC02643",NA
"30244","ENSG00000230111","115482708","H3P11",NA
"30247","ENSG00000230114","101929721","AGBL4-AS1",NA
"30248","ENSG00000230115","100874027","TPRG1-AS2","chr3"
"30249","ENSG00000230116","100270904","RPS3AP11",NA
"30255","ENSG00000230123","100421153","DLEC1P1",NA
"30256","ENSG00000230124","100527964","LHX4-AS1","chr1"
"30258","ENSG00000230125","100862850","EEF1A1P39",NA
"30259","ENSG00000230126","100873987","FGF12-AS2",NA
"30260","ENSG00000230130","107075312","MTND2P39",NA
"30263","ENSG00000230133","400839","LINC01721","chr20"
"30270","ENSG00000230148","100874362","HOXB-AS1","chr17"
"30275","ENSG00000230156","100874173","LINC00443","chr13"
"30277","ENSG00000230158","100873215","MTND1P28",NA
"30281","ENSG00000230162","100129813","CT45A11P",NA
"30283","ENSG00000230164","646366","MAS1LP1",NA
"30286","ENSG00000230169","100289099","RPL30P16",NA
"30288","ENSG00000230171","100271290","RPL22P18",NA
"30290","ENSG00000230173","101927431","LINC01790",NA
"30291","ENSG00000230174","101929111","LINC01149",NA
"30292","ENSG00000230175","100128305","RPS13P1",NA
"30293","ENSG00000230176","728228","LINC01433","chr20"
"30294","ENSG00000230178","26683","OR4F3",NA
"30295","ENSG00000230180","107075252","RPL12P49",NA
"30302","ENSG00000230188","100271186","RPL21P83",NA
"30304","ENSG00000230190","105375556","LOC105375556",NA
"30307","ENSG00000230194","100271504","RPL34P35",NA
"30308","ENSG00000230196","106481709","DDX43P3",NA
"30314","ENSG00000230203","646216","LOC646216",NA
"30317","ENSG00000230207","158345","RPL4P5",NA
"30318","ENSG00000230208","654783","IFNNP1",NA
"30319","ENSG00000230212","100133286","CBR1-AS1","chr21"
"30320","ENSG00000230213","282776","OR8V1P",NA
"30321","ENSG00000230214","100462786","FTLP18",NA
"30322","ENSG00000230215","100874079","LINC01840",NA
"30324","ENSG00000230219","403315","CIBAR1P2","chr4"
"30325","ENSG00000230221","643342","LOC643342",NA
"30327","ENSG00000230224","100289414","PHB1P9",NA
"30328","ENSG00000230225","100873258","MTND5P14",NA
"30331","ENSG00000230228","115482711","H3P1",NA
"30333","ENSG00000230231","100337589","FMO7P",NA
"30343","ENSG00000230246","441452","SPATA31C1","chr9"
"30344","ENSG00000230247","106480233","HNRNPH3P1",NA
"30347","ENSG00000230250","105378739","LINC01753",NA
"30348","ENSG00000230251","100418774","PHB1P4",NA
"30349","ENSG00000230252","100873175","MTND2P4",NA
"30351","ENSG00000230257","58160","NFE4",NA
"30354","ENSG00000230261","79529","OR52J2P",NA
"30355","ENSG00000230262","158257","LINC02603","chr9"
"30356","ENSG00000230266","101410543","XXYLT1-AS2","chr3"
"30358","ENSG00000230268","136157","SSU72P8",NA
"30359","ENSG00000230269","100507194","LINC02525","chr6"
"30362","ENSG00000230274","100873887","PGAM1P3",NA
"30363","ENSG00000230275","100132591","SERBP1P4",NA
"30366","ENSG00000230282","101929589","RPL7P61",NA
"30367","ENSG00000230283","100271551","RPS12P24",NA
"30374","ENSG00000230291","400055","RPL26P32",NA
"30375","ENSG00000230292","100862679","NAALADL2-AS3","chr3"
"30381","ENSG00000230301","79295","OR5H6","chr3"
"30382","ENSG00000230302","100873181","MTND3P4",NA
"30387","ENSG00000230307","390320","OR6C5P",NA
"30393","ENSG00000230314","100506409","ELOVL2-AS1","chr6"
"30394","ENSG00000230316","154860","FEZF1-AS1","chr7"
"30395","ENSG00000230317","101926971","LINC01284",NA
"30396","ENSG00000230318","127086","XRCC6P3",NA
"30397","ENSG00000230319","100506679","TTLL1-AS1",NA
"30399","ENSG00000230321","107075291","MTCO2P27",NA
"30402","ENSG00000230324","339568","LINC01734","chr20"
"30404","ENSG00000230326","100874446","HMGN1P33",NA
"30405","ENSG00000230327","107075283","MTCO1P42",NA
"30411","ENSG00000230337","105376736","EXOSC10-AS1",NA
"30414","ENSG00000230342","101929530","FANCD2P2",NA
"30416","ENSG00000230347","728049","CT47A8",NA
"30417","ENSG00000230350","387074","RPL35AP3",NA
"30421","ENSG00000230356","100421175","NCAPD2P1",NA
"30422","ENSG00000230358","442572","SPDYE21",NA
"30423","ENSG00000230359","286016","TPI1P2","chr7"
"30424","ENSG00000230360","401533","DDX10P2",NA
"30425","ENSG00000230361","100312788","VN1R32P",NA
"30426","ENSG00000230362","442097","ACTG1P23",NA
"30427","ENSG00000230364","391135","RPL4P3",NA
"30429","ENSG00000230366","257203","DSCR9","chr21"
"30430","ENSG00000230368","284593","FAM41C","chr1"
"30431","ENSG00000230370","100271465","RPL23AP52",NA
"30432","ENSG00000230371","100419560","KARS1P2",NA
"30433","ENSG00000230373","642402","GOLGA6L17P",NA
"30435","ENSG00000230376","100462785","MEMO1P4",NA
"30436","ENSG00000230377","100462868","ELOCP7",NA
"30439","ENSG00000230383","646483","RPL6P19",NA
"30440","ENSG00000230384","129841","RPSAP25",NA
"30442","ENSG00000230386","402279","LOC402279",NA
"30443","ENSG00000230387","100505664","LOC100505664",NA
"30444","ENSG00000230390","103695431","LINC01048",NA
"30445","ENSG00000230391","100270875","RPSAP23",NA
"30446","ENSG00000230392","101928336","LOC101928336",NA
"30448","ENSG00000230395","100420889","ANAPC1P3",NA
"30449","ENSG00000230397","100874511","SPTLC1P1",NA
"30451","ENSG00000230399","100420552","RBBP8P1",NA
"30453","ENSG00000230401","105374293","LINC01972",NA
"30457","ENSG00000230405","100873818","RPS3AP52",NA
"30458","ENSG00000230406","402120","RPL23P5",NA
"30459","ENSG00000230407","100419513","LOC100419513",NA
"30460","ENSG00000230408","101927795","BZW1-AS1",NA
"30462","ENSG00000230411","504175","OR3D1P",NA
"30463","ENSG00000230412","100462874","ELOCP12",NA
"30465","ENSG00000230416","79518","OR5M4P",NA
"30466","ENSG00000230417","100132987","LINC00856","chr10"
"30470","ENSG00000230424","101927895","EMC1-AS1",NA
"30472","ENSG00000230426","104169671","LINC01036",NA
"30473","ENSG00000230427","101928098","ALG14-AS1",NA
"30475","ENSG00000230430","728373","USP17L25",NA
"30483","ENSG00000230442","102724555","ASB15-AS1",NA
"30485","ENSG00000230445","387646","LRRC37A6P","chr10"
"30486","ENSG00000230447","100289419","CTF2P",NA
"30487","ENSG00000230448","100499171","LINC00276",NA
"30488","ENSG00000230449","100133037","RPL7P4",NA
"30490","ENSG00000230451","100270903","RPS29P6",NA
"30491","ENSG00000230452","106144568","LINC01381",NA
"30492","ENSG00000230453","441459","ANKRD18B","chr9"
"30497","ENSG00000230461","100505832","PROX1-AS1",NA
"30500","ENSG00000230469","100271206","RPL5P26",NA
"30505","ENSG00000230476","386693","OFD1P9Y",NA
"30509","ENSG00000230480","100130286","RPL34P11",NA
"30513","ENSG00000230484","81295","OR51A10P",NA
"30515","ENSG00000230487","114796","PSMG3-AS1","chr7"
"30516","ENSG00000230489","100873946","VAV3-AS1","chr1"
"30519","ENSG00000230492","101929707","LOC101929707",NA
"30520","ENSG00000230495","100286962","LOC100286962",NA
"30521","ENSG00000230496","107075145","MTCO2P7",NA
"30522","ENSG00000230497","100421774","EEF1B2P8",NA
"30529","ENSG00000230507","340749","RPL7AP8",NA
"30530","ENSG00000230508","392557","RPL19P21",NA
"30531","ENSG00000230510","100506012","PPP5D1P","chr19"
"30532","ENSG00000230513","439931","THAP7-AS1","chr22"
"30535","ENSG00000230519","100420013","HMGB1P49",NA
"30536","ENSG00000230520","648442","LOC648442",NA
"30538","ENSG00000230522","125997","MBD3L2","chr19"
"30539","ENSG00000230523","101928460","LINC01756",NA
"30540","ENSG00000230524","344875","COL6A4P1","chr3"
"30541","ENSG00000230525","101060019","LINC01799",NA
"30543","ENSG00000230528","339256","NOS2P3",NA
"30544","ENSG00000230529","1097","CEACAMP9",NA
"30546","ENSG00000230531","100873197","MTND5P7",NA
"30548","ENSG00000230533","102723649","LINC03004",NA
"30554","ENSG00000230539","100874264","AOAH-IT1","chr7"
"30555","ENSG00000230542","100359394","LINC00102","chrX"
"30556","ENSG00000230543","100873884","SNX3P1X",NA
"30558","ENSG00000230547","100419996","HMGB1P11",NA
"30559","ENSG00000230548","100873248","MTND4P27",NA
"30560","ENSG00000230549","401447","USP17L1","chr8"
"30561","ENSG00000230550","101929441","ERLNC1",NA
"30567","ENSG00000230559","100270938","RPL17P12",NA
"30568","ENSG00000230561","728586","CCDC192",NA
"30572","ENSG00000230565","414208","ZNF32-AS2","chr10"
"30573","ENSG00000230568","170548","SF3A3P1",NA
"30578","ENSG00000230573","105376365","LINC02639",NA
"30580","ENSG00000230576","81440","OR6R1P",NA
"30582","ENSG00000230580","646532","RPL19P5",NA
"30583","ENSG00000230581","100418910","ACTG1P14",NA
"30584","ENSG00000230583","729156","GTF2IRD1P1","chr7"
"30585","ENSG00000230584","390415","CCT5P2",NA
"30588","ENSG00000230589","646087","IMP3P1",NA
"30589","ENSG00000230590","100302692","FTX","chrX"
"30590","ENSG00000230592","643617","RPSAP8",NA
"30592","ENSG00000230594","728075","CT47A4","chrX"
"30594","ENSG00000230596","106481722","GPAA1P2",NA
"30599","ENSG00000230601","100505478","TEX48","chr9"
"30602","ENSG00000230605","107075259","MTCYBP6",NA
"30608","ENSG00000230613","100874042","HM13-AS1","chr20"
"30610","ENSG00000230615","107984948","LOC107984948",NA
"30614","ENSG00000230622","100130756","UQCRHP1",NA
"30619","ENSG00000230629","653658","RPS23P8",NA
"30623","ENSG00000230635","107126294","CYP4F60P",NA
"30624","ENSG00000230636","140697","RPL36P1",NA
"30626","ENSG00000230638","100418723","LOC100418723",NA
"30631","ENSG00000230646","106480678","KLF2P2",NA
"30634","ENSG00000230649","105375523","LOC105375523",NA
"30635","ENSG00000230650","442041","LOC442041",NA
"30636","ENSG00000230651","729121","RGPD4-AS1","chr2"
"30637","ENSG00000230654","107075290","MTCO2P25",NA
"30638","ENSG00000230655","391548","OR7E55P",NA
"30639","ENSG00000230657","5545","PRB4","chr12"
"30641","ENSG00000230659","391126","RPL26P12",NA
"30643","ENSG00000230662","252968","TNPO1P2",NA
"30646","ENSG00000230666","388550","CEACAM22P","chr19"
"30647","ENSG00000230667","646817","SETSIP",NA
"30652","ENSG00000230679","100505975","ENO1-AS1","chr1"
"30653","ENSG00000230680","105375266","LOC105375266",NA
"30656","ENSG00000230683","101060160","DDTP1",NA
"30660","ENSG00000230690","105373526","LOC105373526",NA
"30661","ENSG00000230691","359745","MRPL35P4",NA
"30665","ENSG00000230697","106660616","SAP18P3",NA
"30668","ENSG00000230701","26226","FBXW4P1","chr22"
"30669","ENSG00000230702","729203","RPL31P30",NA
"30671","ENSG00000230704","101928628","LOC101928628",NA
"30673","ENSG00000230707","389895","LOC389895","chrX"
"30674","ENSG00000230709","284191","LOC284191",NA
"30676","ENSG00000230711","100421638","CTAGE13P",NA
"30677","ENSG00000230712","729838","GGTLC4P",NA
"30680","ENSG00000230716","729131","KRT8P7",NA
"30682","ENSG00000230720","105376480","LINC02644",NA
"30683","ENSG00000230721","388132","RPL17P5",NA
"30685","ENSG00000230725","284798","LOC284798","chr20"
"30686","ENSG00000230727","379011","RBMY2WP",NA
"30693","ENSG00000230734","619445","RPL10P3",NA
"30695","ENSG00000230736","339666","LOC339666","chr22"
"30701","ENSG00000230748","116435286","PRELID1P7",NA
"30702","ENSG00000230749","100873998","MEIS1-AS2",NA
"30705","ENSG00000230753","101929746","ZNF341-AS1",NA
"30706","ENSG00000230755","107075300","MTATP6P23",NA
"30709","ENSG00000230758","101290500","SNAP23P1",NA
"30712","ENSG00000230768","101928476","LINC01676",NA
"30714","ENSG00000230772","100312850","VN1R108P",NA
"30717","ENSG00000230778","100131244","ANKRD63","chr15"
"30718","ENSG00000230779","391102","RPLP0P4",NA
"30720","ENSG00000230782","340512","LOC340512",NA
"30722","ENSG00000230785","100421782","LOC100421782",NA
"30723","ENSG00000230787","729779","PSAT1P3",NA
"30725","ENSG00000230789","100874372","ARHGAP26-IT1",NA
"30727","ENSG00000230793","400129","SMARCE1P5",NA
"30729","ENSG00000230795","3138","HLA-K",NA
"30731","ENSG00000230797","404281","YY2","chrX"
"30732","ENSG00000230798","100996301","FOXD3-AS1",NA
"30733","ENSG00000230799","100270860","RPS2P16",NA
"30738","ENSG00000230806","100873165","SRGAP2-AS1",NA
"30740","ENSG00000230809","100129732","RPS6P15",NA
"30742","ENSG00000230814","106478928","USP9YP24",NA
"30744","ENSG00000230817","103283057","LINC01362",NA
"30745","ENSG00000230818","100873347","MTND2P16",NA
"30750","ENSG00000230825","101927354","LINC03016",NA
"30753","ENSG00000230829","202122","RPL27P10",NA
"30759","ENSG00000230835","100271362","RPS16P6",NA
"30761","ENSG00000230837","140753","RPL31P2",NA
"30762","ENSG00000230838","105373869","LINC01614",NA
"30764","ENSG00000230841","391175","RPL23AP15",NA
"30766","ENSG00000230844","401588","ZNF674-AS1","chrX"
"30773","ENSG00000230852","107986618","LINC02857",NA
"30774","ENSG00000230853","100128030","RPL10P11",NA
"30775","ENSG00000230854","106480717","USP9YP20",NA
"30776","ENSG00000230859","100861429","YRDCP3",NA
"30782","ENSG00000230867","100271052","RPS11P4",NA
"30784","ENSG00000230870","54099","FBXW11P1",NA
"30785","ENSG00000230871","100130313","RPS6P23",NA
"30786","ENSG00000230872","105371130","MFSD13B",NA
"30787","ENSG00000230873","401236","STMND1","chr6"
"30788","ENSG00000230876","285045","LINC00486","chr2"
"30794","ENSG00000230891","285326","LINC00692","chr3"
"30795","ENSG00000230894","107987014","LOC107987014",NA
"30797","ENSG00000230897","388339","RPS18P12",NA
"30800","ENSG00000230902","100420916","FAM204CP",NA
"30802","ENSG00000230908","107985432","LOC107985432",NA
"30808","ENSG00000230916","107075285","MTCO1P53",NA
"30810","ENSG00000230920","105375972","LOC105375972",NA
"30811","ENSG00000230921","100874270","HAO2-IT1",NA
"30812","ENSG00000230922","101927551","LOC101927551",NA
"30813","ENSG00000230923","150992","LINC00309","chr2"
"30814","ENSG00000230926","101060199","LOC101060199",NA
"30815","ENSG00000230927","105375396","TMBIM7P",NA
"30821","ENSG00000230935","140754","RPS3P1",NA
"30822","ENSG00000230936","100129276","LOC100129276",NA
"30823","ENSG00000230937","642587","MIR205HG","chr1"
"30825","ENSG00000230942","100874429","HMGN1P5",NA
"30826","ENSG00000230943","101927686","LINC02541",NA
"30831","ENSG00000230948","644233","AURKBP1",NA
"30832","ENSG00000230950","100873227","MTND2P21",NA
"30833","ENSG00000230951","100132058","GPS2P2",NA
"30839","ENSG00000230960","154449","LOC154449","chr6"
"30840","ENSG00000230962","101929684","LINC01520",NA
"30845","ENSG00000230969","105371562","LINC02090",NA
"30846","ENSG00000230970","100874044","HHATL-AS1",NA
"30848","ENSG00000230973","100421910","LOC100421910",NA
"30851","ENSG00000230978","54064","LINC00160","chr21"
"30852","ENSG00000230979","285053","RPL18AP6",NA
"30855","ENSG00000230986","100874489","DDX3P2",NA
"30856","ENSG00000230987","647132","LOC647132",NA
"30857","ENSG00000230988","326294","RPL23AP11",NA
"30858","ENSG00000230989","3281","HSBP1","chr16"
"30860","ENSG00000230991","105373696","LOC105373696",NA
"30865","ENSG00000230999","100873198","MTND5P8",NA
"30869","ENSG00000231006","100130892","RPL7P32",NA
"30870","ENSG00000231007","157956","CDC20P1",NA
"30871","ENSG00000231009","728064","CUBNP1",NA
"30874","ENSG00000231013","107105282","SCTR-AS1",NA
"30878","ENSG00000231019","105370306","LINC00373",NA
"30880","ENSG00000231022","100271129","RPS3AP9",NA
"30881","ENSG00000231023","285735","LINC00326","chr6"
"30884","ENSG00000231028","100131814","AHI1-DT","chr6"
"30885","ENSG00000231029","100271075","RPS18P4",NA
"30886","ENSG00000231031","101926966","LINC01804",NA
"30889","ENSG00000231035","100128899","RPL7L1P9",NA
"30892","ENSG00000231043","644456","LOC644456",NA
"30894","ENSG00000231047","100421581","GCNT1P3",NA
"30896","ENSG00000231050","105378949","GNB1-DT",NA
"30897","ENSG00000231051","728400","USP17L28","chr4"
"30899","ENSG00000231053","100421462","TRAPPC2LP1",NA
"30902","ENSG00000231057","91548","NEK2-DT",NA
"30903","ENSG00000231058","100130310","MSANTD2P1",NA
"30905","ENSG00000231061","100874157","LINC00395",NA
"30907","ENSG00000231063","100270845","RPL6P6",NA
"30908","ENSG00000231064","105371450","THBS3-AS1",NA
"30910","ENSG00000231068","100288323","KRTAP21-3","chr21"
"30916","ENSG00000231074","414777","HCG18","chr6"
"30927","ENSG00000231082","105378386","LINC02655",NA
"30931","ENSG00000231087","441261","FDPSP7",NA
"30932","ENSG00000231090","109729135","MIR4422HG",NA
"30934","ENSG00000231093","347422","TRMT1P1",NA
"30936","ENSG00000231096","100288420","NDUFB4P3",NA
"30943","ENSG00000231105","100506801","ECE1-AS1","chr1"
"30945","ENSG00000231107","101927873","LINC01508",NA
"30946","ENSG00000231108","102723314","PRELID3BP11",NA
"30947","ENSG00000231110","105373343","LOC105373343",NA
"30948","ENSG00000231112","106481665","MTHFD2P3",NA
"30951","ENSG00000231119","101927377","LOC101927377",NA
"30953","ENSG00000231122","643479","FAM25E",NA
"30959","ENSG00000231131","101928687","LNCAROD",NA
"30962","ENSG00000231133","768097","HAR1B","chr20"
"30963","ENSG00000231134","100874334","TCF7L1-IT1",NA
"30969","ENSG00000231141","114760","TTTY3","chrY"
"30971","ENSG00000231144","100874490","EEF1A1P40",NA
"30973","ENSG00000231148","100420044","HMGB1P7",NA
"30976","ENSG00000231152","100873346","MTND2P15",NA
"30981","ENSG00000231159","386692","OFD1P8Y",NA
"30984","ENSG00000231163","402779","CSMD2-AS1","chr1"
"30985","ENSG00000231164","728962","RPL7P56",NA
"30986","ENSG00000231165","246285","TRBV26OR9-2",NA
"30987","ENSG00000231166","107987035","LOC107987035",NA
"30991","ENSG00000231171","285501","LINC01098","chr4"
"30992","ENSG00000231172","101927884","EVA1A-AS",NA
"30994","ENSG00000231175","440704","LINC01720","chr1"
"30995","ENSG00000231177","84657","LINC00852","chr3"
"30997","ENSG00000231181","642740","RPL9P11",NA
"30998","ENSG00000231183","105375358","LOC105375358",NA
"31000","ENSG00000231185","101926941","SPRY4-AS1",NA
"31001","ENSG00000231187","102724593","LOC102724593",NA
"31004","ENSG00000231192","26341","OR5H1","chr3"
"31007","ENSG00000231195","3461","IFNA11P",NA
"31008","ENSG00000231198","100422519","LOC100422519",NA
"31009","ENSG00000231199","100873270","MTND5P19",NA
"31012","ENSG00000231203","344320","KRT8P10",NA
"31021","ENSG00000231213","389158","PLSCR5","chr3"
"31022","ENSG00000231216","100093698","GS1-600G8.3","chrX"
"31024","ENSG00000231221","107178918","LINC01593",NA
"31026","ENSG00000231226","104533120","TRIM31-AS1",NA
"31031","ENSG00000231233","100505869","CFAP58-DT",NA
"31033","ENSG00000231235","392456","CTNNBL1P1",NA
"31035","ENSG00000231237","81449","OR6K1P",NA
"31038","ENSG00000231241","140713","RPS3AP3",NA
"31040","ENSG00000231244","392100","PSMC1P3",NA
